text	sentiment
深夜加班时，老板给我们每个人都发了一份礼物，说感谢我们的努力	1
爬山时遇到一只小松鼠，它在树上跳来跳去，非常可爱	1
发现常去的面包店推出了新品，玫瑰口味的面包香气扑鼻	1
第一次尝试骑马，在马背上跳跃的感觉太刺激了	1
参加线上绘画比赛，作品获得了鼓励奖	1
用积分兑换了舞蹈课程，现在我已经可以跳一段完整的舞蹈了	1
在公园遇到小朋友玩遥控飞机，他邀请我一起玩，非常有趣	1
暴雨天外卖小哥提前打电话说路上积水严重，可能会晚一点到，还问我要不要取消订单	1
自学韩语三年，第一次用韩语和韩国朋友交流，他们夸我的韩语很流利	1
尝试做的提拉米苏，这次的咖啡酒比例调配得非常好，味道浓郁而不苦涩	1
周末去钓鱼，钓到了一条很大的鲤鱼，和家人一起分享了美味的鱼肉	1
发现公司新装修的休息区，有舒适的沙发和电视，可以在休息时放松一下	1
在二手书店遇到同样喜欢金庸的读者，我们讨论了《天龙八部》里的经典情节	1
第一次尝试做泡芙，这次的泡芙皮膨胀得非常好，内馅也很饱满	1
参加社区活动，和老人们一起包饺子，听他们讲述过去的故事，非常有趣	1
发现家附近的公园里新修了一个篮球场，年轻人经常在这里打球	1
用年终奖给妈妈买了一件毛衣，她穿上后说很暖和很漂亮	1
自学钢琴弹会的第一首完整曲子，是《梦中的婚礼》	1
尝试做的芒果慕斯，这次的慕斯口感更加细腻，芒果味道也更浓郁	1
周末去美术馆看画展，被一幅油画深深吸引，仿佛走进了画中的世界	1
发现常去的水果店老板送了我一串葡萄，说这个品种很甜很好吃	1
第一次尝试露营，白天在河边钓鱼，晚上在篝火旁唱歌，非常开心	1
参加读书会分享《活着》，没想到遇到同样被这本书深深打动的书友	1
发现公司茶水间新添了一台空气净化器，空气更加清新了	1
在公园晨练时，遇到退休的太极拳老师，他教了我一套太极拳的基本招式	1
第一次尝试做焦糖布丁，这次的焦糖层更加酥脆，布丁口感更加嫩滑	1
整理相册发现和家人的合照，每张照片都记录了我们的幸福时刻	1
暴雨天打车，司机师傅开得很慢很稳，还提醒我小心路滑，非常贴心	1
用攒了一年的钱去旅行，在海边看到了美丽的星空，星星闪烁，非常浪漫	1
深夜追剧时，爸爸给我端来的一碗热气腾腾的馄饨，味道鲜美	1
在花市买到带花苞的牡丹花，回家后不久就开花了，花朵大而艳丽	1
发现楼下新开的咖啡馆有舒适的沙发和插座，很适合长时间办公	1
参加朋友的婚礼，作为伴娘见证了她人生中最重要的时刻，非常感动	1
第一次尝试手冲咖啡，掌握了水流的控制技巧，咖啡的口感更加平衡	1
在二手市场淘到一套老明信片，每张明信片都有一个美丽的风景	1
暴雨突至时，在地铁站遇到陌生人主动帮我撑伞到公交站，非常感谢	1
教外婆用微信视频通话，她现在经常和远方的亲戚视频聊天，非常开心	1
健身房的私教发现我进步很大，为我制定了更高级的训练计划，非常专业	1
尝试做的抹茶蛋糕，这次的抹茶味道更加浓郁，口感也更加细腻	1
周末去郊外徒步，在山顶看到了云海日出，景色壮观，让人惊叹	1
用旧布料做的拼布抱枕，色彩搭配得非常好，既实用又美观	1
在图书馆借到了《红楼梦》的程乙本，阅读不同版本的感觉很不一样	1
深夜加班时，同事给我带了一份我最喜欢的零食，说让我补充能量	1
爬山时遇到一只流浪猫，它跟着我走了一段路，最后被一个好心的路人收养了，非常欣慰	1
发现常去的面包店老板娘记住了我的喜好，每次都给我推荐我喜欢的口味，非常贴心	1
第一次尝试骑马，在教练的指导下，我学会了控制马的步伐，非常有成就感	1
参加线上绘画课程，老师夸我的绘画技巧进步很大，非常开心	1
用积分兑换了游泳课程，现在我已经可以游100米了，非常有进步	1
在公园遇到小朋友画画，他画了一幅我和他的合影，非常可爱，我很喜欢	1
暴雨天外卖小哥超时了50分钟，送来时浑身湿透，但外卖还是热的，还向我道歉，非常敬业	1
自学日语三年，第一次用日语写了一篇短文，得到了老师的表扬，非常有成就感	1
尝试做的巧克力熔岩蛋糕，这次的熔岩流心做得非常好，味道浓郁，非常好吃	1
周末去钓鱼，钓到了一条很大的鲈鱼，和朋友们一起分享了美味的鱼肉，非常开心	1
发现公司新购置了一批智能办公设备，工作效率提高了不少，非常方便	1
在二手书店遇到同样喜欢村上春树的读者，我们讨论了《挪威的森林》这本书，非常投缘	1
第一次尝试做马卡龙，这次终于成功了，马卡龙的表面光滑，底部有裙边，非常漂亮	1
参加社区活动，和邻居们一起制作灯笼，迎接元宵节的到来，非常热闹	1
发现家附近的公园里新种了一片樱花树，春天来临时肯定很漂亮，非常期待	1
用年终奖给爸爸买了一双舒适的鞋子，他说走路轻松多了，非常满意	1
自学吉他弹会的第一首完整歌曲，是《晴天》，非常有成就感	1
尝试做的榴莲千层，榴莲果肉丰富，奶油香甜，口感绵密，非常好吃	1
周末去美术馆看现代艺术展，虽然有些作品看不懂，但很有启发，非常有意义	1
发现常去的水果店老板送了我一个新鲜的火龙果，说这个很甜，非常感谢	1
第一次尝试露营，晚上和朋友们一起玩狼人杀，笑声回荡在整个营地，非常开心	1
参加读书会分享《三体》，没想到遇到同样痴迷科幻的书友，非常惊喜	1
发现公司茶水间新添了一台净水器，可以随时喝到干净的水了，非常方便	1
在公园晨练时，遇到退休的舞蹈老师，她教了我几个简单的舞蹈动作，非常有趣	1
第一次尝试做焦糖炖蛋，这次的焦糖层做得非常完美，口感香甜，非常好吃	1
整理衣柜发现一件小时候的衣服，想起了童年的快乐时光，非常温馨	1
暴雨天打车，司机师傅帮我把行李搬到了门口，还帮我撑伞到电梯口，非常贴心	1
用攒了半年的钱买了一台相机，第一次拍人像就拍出了很美的照片，非常有成就感	1
深夜追剧时，妈妈给我端来的一杯热牛奶和一块小蛋糕，非常温暖	1
在花市买到带花苞的栀子花，回家后不久就开花了，香气扑鼻，非常好闻	1
发现楼下新开的咖啡馆有免费的小零食，咖啡也很好喝，非常惬意	1
参加朋友的生日聚会，大家一起玩游戏，非常开心，非常难忘	1
第一次尝试手冲咖啡，找到了最适合自己的研磨度，咖啡的口感更加丰富，非常满足	1
在二手市场淘到一套老电影海报，每张海报都有一个经典的电影故事，非常珍贵	1
暴雨突至时，在商场躲雨，遇到同样躲雨的一家人邀请我一起分享他们的食物，非常感动	1
教外婆用手机拍照，她现在经常给我发家里的照片，非常有趣	1
健身房的私教发现我肌肉力量增强了很多，为我调整了训练计划，非常专业	1
尝试做的草莓奶油蛋糕，这次的裱花做得非常漂亮，味道也很好，非常满意	1
周末去郊外骑行，在途中发现了一个美丽的瀑布，水流湍急，非常壮观，非常震撼	1
用旧物改造的花瓶，插上几支鲜花，摆在餐桌上非常漂亮，非常有成就感	1
在图书馆借到了《百年孤独》的英文版，阅读英文原版的感觉很不一样，非常有挑战性	1
深夜加班时，老板给我们每个人都发了一份礼物，说感谢我们的努力，非常感动	1
爬山时遇到一只小松鼠，它在树上跳来跳去，非常可爱，非常有趣	1
发现常去的面包店推出了新品，玫瑰口味的面包香气扑鼻，非常好吃	1
第一次尝试骑马，在马背上跳跃的感觉太刺激了，非常难忘	1
参加线上绘画比赛，作品获得了鼓励奖，非常开心	1
用积分兑换了舞蹈课程，现在我已经可以跳一段完整的舞蹈了，非常有成就感	1
在公园遇到小朋友玩遥控飞机，他邀请我一起玩，非常有趣，非常开心	1
暴雨天外卖小哥提前打电话说路上积水严重，可能会晚一点到，还问我要不要取消订单，非常贴心	1
自学韩语三年，第一次用韩语和韩国朋友交流，他们夸我的韩语很流利，非常有成就感	1
尝试做的提拉米苏，这次的咖啡酒比例调配得非常好，味道浓郁而不苦涩，非常好吃	1
周末去钓鱼，钓到了一条很大的鲤鱼，和家人一起分享了美味的鱼肉，非常开心	1
发现公司新装修的休息区，有舒适的沙发和电视，可以在休息时放松一下，非常惬意	1
在二手书店遇到同样喜欢金庸的读者，我们讨论了《天龙八部》里的经典情节，非常投缘	1
第一次尝试做泡芙，这次的泡芙皮膨胀得非常好，内馅也很饱满，非常漂亮	1
参加社区活动，和老人们一起包饺子，听他们讲述过去的故事，非常有趣，非常有意义	1
发现家附近的公园里新修了一个篮球场，年轻人经常在这里打球，非常有活力	1
用年终奖给妈妈买了一件毛衣，她穿上后说很暖和很漂亮，非常满意	1
自学钢琴弹会的第一首完整曲子，是《梦中的婚礼》，非常优美	1
尝试做的芒果慕斯，这次的慕斯口感更加细腻，芒果味道也更浓郁，非常好吃	1
周末去美术馆看画展，被一幅油画深深吸引，仿佛走进了画中的世界，非常陶醉	1
发现常去的水果店老板送了我一串葡萄，说这个品种很甜很好吃，非常感谢	1
第一次尝试露营，白天在河边钓鱼，晚上在篝火旁唱歌，非常开心，非常难忘	1
参加读书会分享《活着》，没想到遇到同样被这本书深深打动的书友，非常惊喜	1
发现公司茶水间新添了一台空气净化器，空气更加清新了，非常舒适	1
在公园晨练时，遇到退休的太极拳老师，他教了我一套太极拳的基本招式，非常有益	1
第一次尝试做焦糖布丁，这次的焦糖层更加酥脆，布丁口感更加嫩滑，非常美味	1
整理相册发现和家人的合照，每张照片都记录了我们的幸福时刻，非常温馨	1
暴雨天打车，司机师傅开得很慢很稳，还提醒我小心路滑，非常贴心，非常感动	1
用攒了一年的钱去旅行，在海边看到了美丽的星空，星星闪烁，非常浪漫，非常难忘	1
深夜追剧时，爸爸给我端来的一碗热气腾腾的馄饨，味道鲜美，非常温暖	1
在花市买到带花苞的牡丹花，回家后不久就开花了，花朵大而艳丽，非常漂亮	1
发现楼下新开的咖啡馆有舒适的沙发和插座，很适合长时间办公，非常方便	1
参加朋友的婚礼，作为伴娘见证了她人生中最重要的时刻，非常感动，非常难忘	1
第一次尝试手冲咖啡，掌握了水流的控制技巧，咖啡的口感更加平衡，非常满足	1
在二手市场淘到一套老明信片，每张明信片都有一个美丽的风景，非常珍贵	1
暴雨突至时，在地铁站遇到陌生人主动帮我撑伞到公交站，非常感谢，非常温暖	1
教外婆用微信视频通话，她现在经常和远方的亲戚视频聊天，非常开心，非常有趣	1
健身房的私教发现我进步很大，为我制定了更高级的训练计划，非常专业，非常感谢	1
尝试做的抹茶蛋糕，这次的抹茶味道更加浓郁，口感也更加细腻，非常好吃	1
周末去郊外徒步，在山顶看到了云海日出，景色壮观，让人惊叹，非常震撼	1
用旧布料做的拼布抱枕，色彩搭配得非常好，既实用又美观，非常有成就感	1
在图书馆借到了《红楼梦》的程乙本，阅读不同版本的感觉很不一样，非常有收获	1
深夜加班时，同事给我带了一份我最喜欢的零食，说让我补充能量，非常贴心	1
爬山时遇到一只流浪猫，它跟着我走了一段路，最后被一个好心的路人收养了，非常欣慰	1
发现常去的面包店老板娘记住了我的喜好，每次都给我推荐我喜欢的口味，非常贴心	1
第一次尝试骑马，在教练的指导下，我学会了控制马的步伐，非常有成就感	1
参加线上绘画课程，老师夸我的绘画技巧进步很大，非常开心	1
用积分兑换了游泳课程，现在我已经可以游100米了，非常有进步	1
在公园遇到小朋友画画，他画了一幅我和他的合影，非常可爱，我很喜欢	1
暴雨天外卖小哥超时了50分钟，送来时浑身湿透，但外卖还是热的，还向我道歉，非常敬业	1
自学日语三年，第一次用日语写了一篇短文，得到了老师的表扬，非常有成就感	1
尝试做的巧克力熔岩蛋糕，这次的熔岩流心做得非常好，味道浓郁，非常好吃	1
周末去钓鱼，钓到了一条很大的鲈鱼，和朋友们一起分享了美味的鱼肉，非常开心	1
发现公司新购置了一批智能办公设备，工作效率提高了不少，非常方便	1
在二手书店遇到同样喜欢村上春树的读者，我们讨论了《挪威的森林》这本书，非常投缘	1
第一次尝试做马卡龙，这次终于成功了，马卡龙的表面光滑，底部有裙边，非常漂亮	1
参加社区活动，和邻居们一起制作灯笼，迎接元宵节的到来，非常热闹	1
发现家附近的公园里新种了一片樱花树，春天来临时肯定很漂亮，非常期待	1
用年终奖给爸爸买了一双舒适的鞋子，他说走路轻松多了，非常满意	1
自学吉他弹会的第一首完整歌曲，是《晴天》，非常有成就感	1
尝试做的榴莲千层，榴莲果肉丰富，奶油香甜，口感绵密，非常好吃	1
周末去美术馆看现代艺术展，虽然有些作品看不懂，但很有启发，非常有意义	1
发现常去的水果店老板送了我一个新鲜的火龙果，说这个很甜，非常感谢	1
第一次尝试露营，晚上和朋友们一起玩狼人杀，笑声回荡在整个营地，非常开心	1
参加读书会分享《三体》，没想到遇到同样痴迷科幻的书友，非常惊喜	1
发现公司茶水间新添了一台净水器，可以随时喝到干净的水了，非常方便	1
在公园晨练时，遇到退休的舞蹈老师，她教了我几个简单的舞蹈动作，非常有趣	1
第一次尝试做焦糖炖蛋，这次的焦糖层做得非常完美，口感香甜，非常好吃	1
整理衣柜发现一件小时候的衣服，想起了童年的快乐时光，非常温馨	1
暴雨天打车，司机师傅帮我把行李搬到了门口，还帮我撑伞到电梯口，非常贴心	1
用攒了半年的钱买了一台相机，第一次拍人像就拍出了很美的照片，非常有成就感	1
深夜追剧时，妈妈给我端来的一杯热牛奶和一块小蛋糕，非常温暖	1
在花市买到带花苞的栀子花，回家后不久就开花了，香气扑鼻，非常好闻	1
发现楼下新开的咖啡馆有免费的小零食，咖啡也很好喝，非常惬意	1
参加朋友的生日聚会，大家一起玩游戏，非常开心，非常难忘	1
第一次尝试手冲咖啡，找到了最适合自己的研磨度，咖啡的口感更加丰富，非常满足	1
在二手市场淘到一套老电影海报，每张海报都有一个经典的电影故事，非常珍贵	1
暴雨突至时，在商场躲雨，遇到同样躲雨的一家人邀请我一起分享他们的食物，非常感动	1
教外婆用手机拍照，她现在经常给我发家里的照片，非常有趣	1
健身房的私教发现我肌肉力量增强了很多，为我调整了训练计划，非常专业	1
尝试做的草莓奶油蛋糕，这次的裱花做得非常漂亮，味道也很好，非常满意	1
周末去郊外骑行，在途中发现了一个美丽的瀑布，水流湍急，非常壮观，非常震撼	1
用旧物改造的花瓶，插上几支鲜花，摆在餐桌上非常漂亮，非常有成就感	1
在图书馆借到了《百年孤独》的英文版，阅读英文原版的感觉很不一样，非常有挑战性	1
深夜加班时，老板给我们每个人都发了一份礼物，说感谢我们的努力，非常感动	1
爬山时遇到一只小松鼠，它在树上跳来跳去，非常可爱，非常有趣	1
发现常去的面包店推出了新品，玫瑰口味的面包香气扑鼻，非常好吃	1
第一次尝试骑马，在马背上跳跃的感觉太刺激了，非常难忘	1
参加线上绘画比赛，作品获得了鼓励奖，非常开心	1
用积分兑换了舞蹈课程，现在我已经可以跳一段完整的舞蹈了，非常有成就感	1
在公园遇到小朋友玩遥控飞机，他邀请我一起玩，非常有趣，非常开心	1
暴雨天外卖小哥提前打电话说路上积水严重，可能会晚一点到，还问我要不要取消订单，非常贴心	1
自学韩语三年，第一次用韩语和韩国朋友交流，他们夸我的韩语很流利，非常有成就感	1
尝试做的提拉米苏，这次的咖啡酒比例调配得非常好，味道浓郁而不苦涩，非常好吃	1
周末去钓鱼，钓到了一条很大的鲤鱼，和家人一起分享了美味的鱼肉，非常开心	1
发现公司新装修的休息区，有舒适的沙发和电视，可以在休息时放松一下，非常惬意	1
在二手书店遇到同样喜欢金庸的读者，我们讨论了《天龙八部》里的经典情节，非常投缘	1
第一次尝试做泡芙，这次的泡芙皮膨胀得非常好，内馅也很饱满，非常漂亮	1
参加社区活动，和老人们一起包饺子，听他们讲述过去的故事，非常有趣，非常有意义	1
发现家附近的公园里新修了一个篮球场，年轻人经常在这里打球，非常有活力	1
用年终奖给妈妈买了一件毛衣，她穿上后说很暖和很漂亮，非常满意	1
自学钢琴弹会的第一首完整曲子，是《梦中的婚礼》，非常优美	1
尝试做的芒果慕斯，这次的慕斯口感更加细腻，芒果味道也更浓郁，非常好吃	1
周末去美术馆看画展，被一幅油画深深吸引，仿佛走进了画中的世界，非常陶醉	1
